tf,target,importance,weight
PPM1A,ACTR10,0.1912669986486435,0.1912669986486435
KLHL20,ACTR10,0.0857902243733406,0.0857902243733406
NDUFB2,ACTR3B,0.12321288883686066,0.12321288883686066
CNIH1,ACTR3B,0.12162838131189346,-0.12162838131189346
FBN3,ACTR3B,0.09327641874551773,0.09327641874551773
DDX27,ACTR5,0.18729189038276672,0.18729189038276672
SLC35C2,ACTR5,0.17950786650180817,0.17950786650180817
ERGIC3,ACTR5,0.1590624451637268,0.1590624451637268
NDUFB5,ACTRT3,0.18158842623233795,0.18158842623233795
UBE2G2,ACTRT3,0.15489241480827332,-0.15489241480827332
GJB3,ACTRT3,0.13132397830486298,0.13132397830486298
RPL30,ACVR1,0.184309184551239,-0.184309184551239
SH3GL1,ACVR1,0.1219705119729042,0.1219705119729042
CNIH1,ACVR1,0.10756020247936249,0.10756020247936249
UBE2D2,ACVR2B,0.130787193775177,0.130787193775177
POU2F1,ACVR2B,0.08723730593919754,0.08723730593919754
NOL9,ACVR2B,0.07571320235729218,0.07571320235729218
THAP7,ACY3,0.14062342047691345,0.14062342047691345
CLINT1,ACY3,0.1346571296453476,0.1346571296453476
PCDHGA10,ACY3,0.11294209957122803,0.11294209957122803
ACTR10,ACYP1,0.2751486003398895,0.2751486003398895
COMMD6,ACYP1,0.1703050583600998,0.1703050583600998
SLC25A35,ACYP1,0.15887396037578583,0.15887396037578583
APP,ADAD1,0.10865311324596405,0.10865311324596405
GSG1L,ADAD1,0.10044590383768082,0.10044590383768082
CLINT1,ADAD1,0.08234256505966187,-0.08234256505966187
TFB2M,ADAM15,0.17202426493167877,0.17202426493167877
CDV3,ADAM15,0.13957388699054718,-0.13957388699054718
PPA1,ADAM15,0.13480837643146515,0.13480837643146515
KIDINS220,ADAM17,0.12000367790460587,0.12000367790460587
UBE2D2,ADAM17,0.10852696001529694,0.10852696001529694
AFF4,ADAM17,0.10064183920621872,0.10064183920621872
GSG1L,ADAM22,0.22670051455497742,0.22670051455497742
ZNF264,ADAM22,0.10582926124334335,0.10582926124334335
CFTR,ADAM22,0.08879777044057846,0.08879777044057846
MECP2,ADAM23,0.16469958424568176,0.16469958424568176
GANAB,ADAM23,0.14905884861946106,0.14905884861946106
RAB11FIP2,ADAM23,0.137124702334404,0.137124702334404
GIGYF1,ADAM33,0.10894811898469925,0.10894811898469925
TSC22D1,ADAM33,0.09734375029802322,0.09734375029802322
GSG1L,ADAM33,0.09124696254730225,0.09124696254730225
TPI1,ADAM8,0.25332918763160706,0.25332918763160706
NFKB2,ADAM8,0.22219304740428925,0.22219304740428925
TSC22D1,ADAM8,0.15528877079486847,-0.15528877079486847
TSC22D1,ADAMTS1,0.22659635543823242,0.22659635543823242
EIF5,ADAMTS1,0.15715888142585754,-0.15715888142585754
MECP2,ADAMTS1,0.13835300505161285,0.13835300505161285
PLIN5,ADAMTS10,0.165814608335495,0.165814608335495
ZDHHC24,ADAMTS10,0.10763449966907501,0.10763449966907501
DDX21,ADAMTS10,0.10517870634794235,0.10517870634794235
ZDHHC24,ADAMTS12,0.09949325770139694,0.09949325770139694
CDV3,ADAMTS12,0.08757147192955017,0.08757147192955017
IPO13,ADAMTS12,0.0830131396651268,-0.0830131396651268
ARFGAP1,ADAMTS14,0.1758512556552887,0.1758512556552887
GSG1L,ADAMTS14,0.14214302599430084,0.14214302599430084
DIS3L2,ADAMTS14,0.13993538916110992,-0.13993538916110992
GSG1L,ADAMTS15,0.1556950807571411,0.1556950807571411
MGAT2,ADAMTS15,0.11787933111190796,-0.11787933111190796
DDAH2,ADAMTS15,0.09823256731033325,-0.09823256731033325
SAXO1,ADAMTS16,0.1045093759894371,-0.1045093759894371
QTRT1,ADAMTS16,0.09862038493156433,0.09862038493156433
LSM3,ADAMTS16,0.0906844213604927,0.0906844213604927
FAM193B,ADAMTS17,0.09795209765434265,0.09795209765434265
C9orf62,ADAMTS17,0.08794915676116943,0.08794915676116943
TBC1D17,ADAMTS17,0.08737293630838394,-0.08737293630838394
GSG1L,ADAMTS18,0.09419327229261398,0.09419327229261398
GGTLC1,ADAMTS18,0.09357912093400955,-0.09357912093400955
MALSU1,ADAMTS18,0.07695488631725311,-0.07695488631725311
GRIA1,ADAMTS19,0.11515002697706223,0.11515002697706223
QTRT1,ADAMTS19,0.10840903967618942,0.10840903967618942
OAT,ADAMTS19,0.0982743501663208,-0.0982743501663208
SNX3,ADAMTS20,0.13018080592155457,0.13018080592155457
CHMP5,ADAMTS20,0.11729826033115387,0.11729826033115387
NDUFB5,ADAMTS20,0.11591041833162308,-0.11591041833162308
HNRNPK,ADAMTS3,0.12938110530376434,-0.12938110530376434
CNIH1,ADAMTS3,0.10774313658475876,-0.10774313658475876
GIGYF1,ADAMTS3,0.10524193942546844,0.10524193942546844
CAPRIN1,ADAMTS5,0.11836802959442139,-0.11836802959442139
EIF4A1,ADAMTS5,0.11564595997333527,0.11564595997333527
PPP6R1,ADAMTS5,0.1117318645119667,-0.1117318645119667
ZNF763,ADAMTSL3,0.1240454912185669,-0.1240454912185669
DUSP11,ADAMTSL3,0.113746777176857,-0.113746777176857
AFF4,ADAMTSL3,0.09495489299297333,0.09495489299297333
PCSK4,ADAMTSL5,0.19886580109596252,0.19886580109596252
ARF4,ADAMTSL5,0.15564702451229095,0.15564702451229095
PIGY,ADAMTSL5,0.13412922620773315,-0.13412922620773315
KDELR2,ADAP1,0.1713399589061737,0.1713399589061737
MALSU1,ADAP1,0.15022386610507965,0.15022386610507965
GABARAPL2,ADAP1,0.1280030906200409,0.1280030906200409
PTTG1IP,ADARB1,0.2925097644329071,0.2925097644329071
RAB11FIP2,ADARB1,0.15086863934993744,0.15086863934993744
IGFBP7,ADARB1,0.12098698318004608,0.12098698318004608
GABARAPL2,ADAT1,0.549367368221283,0.549367368221283
THAP11,ADAT1,0.20844171941280365,0.20844171941280365
CHMP1A,ADAT1,0.19443465769290924,0.19443465769290924
MKS1,ADAT2,0.11451469361782074,0.11451469361782074
RPL18,ADAT2,0.10349147766828537,0.10349147766828537
SPG21,ADAT2,0.1011517271399498,0.1011517271399498
MBD3,ADAT3,0.2560712397098541,0.2560712397098541
DPP9,ADAT3,0.13516885042190552,0.13516885042190552
NDUFB2,ADAT3,0.1241837814450264,-0.1241837814450264
ENTPD5,ADCK1,0.13560336828231812,0.13560336828231812
TRMT61A,ADCK1,0.11473829299211502,0.11473829299211502
APEX1,ADCK1,0.11332425475120544,0.11332425475120544
NDUFB2,ADCK2,0.5928395986557007,0.5928395986557007
NDUFA12,ADCK2,0.13874052464962006,-0.13874052464962006
PCSK4,ADCK2,0.1386585235595703,0.1386585235595703
RPL30,ADCK5,0.2729193866252899,0.2729193866252899
PEX2,ADCK5,0.2329302877187729,0.2329302877187729
RPS27A,ADCK5,0.1288250982761383,-0.1288250982761383
TOMM20,ADCY1,0.15158037841320038,0.15158037841320038
ZNF587,ADCY1,0.14690014719963074,0.14690014719963074
APP,ADCY1,0.14535050094127655,-0.14535050094127655
POLN,ADCY10P1,0.25824809074401855,0.25824809074401855
STARD3,ADCY10P1,0.16112083196640015,0.16112083196640015
SCO1,ADCY10P1,0.14653941988945007,-0.14653941988945007
ZER1,ADCY2,0.2168676257133484,0.2168676257133484
RPS5,ADCY2,0.13407927751541138,0.13407927751541138
MFSD6L,ADCY2,0.12556026875972748,-0.12556026875972748
ARF4,ADCY3,0.14421042799949646,-0.14421042799949646
RPLP0,ADCY3,0.1258585900068283,0.1258585900068283
RPS27A,ADCY3,0.10672298073768616,0.10672298073768616
SIX1,ADCY5,0.13465747237205505,0.13465747237205505
ZFAND6,ADCY5,0.11638464778661728,0.11638464778661728
COMMD6,ADCY5,0.10047098994255066,-0.10047098994255066
COMMD6,ADCY6,0.12505905330181122,-0.12505905330181122
CCNT1,ADCY6,0.11845876276493073,0.11845876276493073
AIDA,ADCY6,0.11026238650083542,-0.11026238650083542
LITAF,ADCY9,0.16025729477405548,0.16025729477405548
DPP9,ADCY9,0.1430506706237793,0.1430506706237793
ZNF205,ADCY9,0.13426071405410767,0.13426071405410767
QTRT1,ADCYAP1R1,0.125417098402977,-0.125417098402977
TPI1,ADCYAP1R1,0.11255794763565063,-0.11255794763565063
EEF1B2,ADCYAP1R1,0.10413630306720734,-0.10413630306720734
DHX15,ADD1,0.16572663187980652,0.16572663187980652
TFB2M,ADD1,0.12879596650600433,-0.12879596650600433
UBE2D3,ADD1,0.109486885368824,0.109486885368824
NDUFB3,ADD2,0.11858054995536804,-0.11858054995536804
LITAF,ADD2,0.11428754031658173,-0.11428754031658173
GSG1L,ADD2,0.08577192574739456,0.08577192574739456
ZNF408,ADGRA1,0.11568313091993332,-0.11568313091993332
COMMD6,ADGRA1,0.11365826427936554,-0.11365826427936554
TOMM20,ADGRA1,0.10679968446493149,0.10679968446493149
IGFBP7,ADGRA2,0.31080853939056396,0.31080853939056396
TSC22D1,ADGRA2,0.1575068235397339,0.1575068235397339
MDH1,ADGRA2,0.14361822605133057,-0.14361822605133057
AKAP8L,ADGRA3,0.12167613208293915,-0.12167613208293915
SIRT3,ADGRA3,0.10432910174131393,0.10432910174131393
POU2F1,ADGRA3,0.09956790506839752,0.09956790506839752
AFF4,ADGRB2,0.7037134170532227,0.7037134170532227
PPM1B,ADGRB2,0.1617090404033661,-0.1617090404033661
UBE2G2,ADGRB2,0.16076378524303436,-0.16076378524303436
TSC22D1,ADGRG2,0.14089445769786835,-0.14089445769786835
AQP5,ADGRG2,0.12325678765773773,0.12325678765773773
POU3F2,ADGRG2,0.11966845393180847,0.11966845393180847
SF3B5,ADGRG6,0.13988536596298218,0.13988536596298218
MAD2L1BP,ADGRG6,0.10278657078742981,-0.10278657078742981
PTTG1IP,ADGRG6,0.09622137248516083,0.09622137248516083
TOMM20,ADGRL1,0.22871406376361847,0.22871406376361847
SLC25A35,ADGRL1,0.1292065978050232,0.1292065978050232
DUSP11,ADGRL1,0.1286352127790451,-0.1286352127790451
RPL30,ADGRV1,0.166218101978302,-0.166218101978302
ABHD3,ADGRV1,0.12658123672008514,-0.12658123672008514
ARPC3,ADGRV1,0.1261299103498459,-0.1261299103498459
TOMM20,ADIPOR1,0.23871536552906036,0.23871536552906036
DPY30,ADIPOR1,0.1268257200717926,0.1268257200717926
RAB4A,ADIPOR1,0.12577778100967407,0.12577778100967407
