gene,in_degree,out_degree,total_degree
FAM178B,3,0,3
FAM181A,3,0,3
FAM183A,3,0,3
FAM186A,3,0,3
FAM193A,3,0,3
FAM193B,3,71,74
FAM200B,3,0,3
FAM201A,3,0,3
FAM204A,3,0,3
FAM20B,3,0,3
FAM20C,3,0,3
FAM210A,3,0,3
FAM210B,3,0,3
FAM216A,3,0,3
FAM217A,3,0,3
FAM217B,3,0,3
FAM219A,3,0,3
FAM21C,3,0,3
FAM21EP,3,0,3
FAM221A,3,0,3
FAM221B,3,0,3
FAM222A,3,0,3
FAM222B,3,0,3
FAM227A,3,0,3
FAM227B,3,0,3
FAM229B,3,0,3
FAM24B,3,0,3
FAM47A,3,0,3
FAM47B,3,0,3
FAM50A,3,0,3
FAM50B,3,0,3
FAM53A,3,0,3
FAM53B,3,0,3
FAM63A,3,0,3
FAM69A,3,0,3
FAM69B,3,0,3
FAM69C,3,0,3
FAM76B,3,0,3
FAM78A,3,0,3
FAM78B,3,0,3
FAM83B,3,0,3
FAM83C,3,14,17
FAM83D,3,0,3
FAM83F,3,0,3
FAM83G,3,0,3
FAM86C1,3,0,3
FAM86C2P,3,0,3
FAM86EP,3,0,3
FAM8A1,3,0,3
FAM91A1,3,0,3
FAM98C,3,0,3
FAN1,3,0,3
FANCA,3,0,3
FANCB,3,0,3
FANCC,3,0,3
FANCD2,3,0,3
FANCL,3,0,3
FANCM,3,0,3
FANK1,3,0,3
FAR1,3,0,3
FAR2P2,3,0,3
FARP1,3,0,3
FARS2,3,0,3
FASTK,3,0,3
FASTKD3,3,0,3
FASTKD5,3,0,3
FAT4,3,0,3
FAU,3,0,3
FBF1,3,0,3
FBLIM1,3,0,3
FBLL1,3,0,3
FBLN1,3,0,3
FBLN2,3,0,3
FBN1,3,0,3
FBN2,3,0,3
FBN3,3,15,18
FBRS,3,0,3
FBRSL1,3,0,3
FBXL14,3,0,3
FBXL17,3,0,3
FBXL19,3,0,3
FBXL20,3,0,3
FBXL4,3,0,3
FBXL5,3,0,3
FBXL6,3,0,3
FBXL7,3,0,3
FBXL8,3,0,3
FBXO10,3,0,3
FBXO15,3,0,3
FBXO21,3,0,3
FBXO24,3,0,3
FBXO25,3,0,3
FBXO28,3,0,3
FBXO3,3,0,3
FBXO30,3,0,3
FBXO31,3,0,3
FBXO32,3,0,3
FBXO33,3,0,3
FBXO34,3,0,3
FBXO39,3,0,3
FBXO41,3,42,45
FBXO42,3,0,3
FBXO43,3,0,3
FBXO44,3,0,3
FBXO46,3,0,3
FBXO47,3,0,3
FBXO48,3,0,3
FBXO5,3,0,3
FBXO6,3,0,3
FBXO7,3,0,3
FBXO8,3,0,3
FBXO9,3,0,3
FBXW11,3,48,51
FBXW5,3,0,3
FBXW7,3,0,3
FCER1G,3,0,3
FCGRT,3,0,3
FCHSD1,3,0,3
FCHSD2,3,0,3
FDPS,3,0,3
FDX1,3,0,3
FDXR,3,0,3
FEM1A,3,0,3
FEN1,3,0,3
FERMT2,3,0,3
FEV,3,5,8
FEZF2,3,0,3
FFAR1,3,0,3
FGD3,3,0,3
FGD5,3,0,3
FGF1,3,0,3
FGF11,3,0,3
FGF13,3,0,3
FGF14,3,0,3
FGF18,3,0,3
FGF19,3,0,3
FGF2,3,0,3
FGF22,3,0,3
FGF4,3,0,3
FGF6,3,0,3
FGF8,3,0,3
FGFR1,3,0,3
FGFR1OP,3,0,3
FGFR2,3,0,3
FGFR3,3,0,3
FGFRL1,3,0,3
FGGY,3,0,3
FH,3,0,3
FHIT,3,0,3
FHL2,3,0,3
FHOD1,3,0,3
FIBCD1,3,0,3
FICD,3,0,3
FIG4,3,0,3
FIGLA,3,0,3
FIGN,3,1,4
FIGNL1,3,0,3
FILIP1L,3,0,3
FIS1,3,0,3
FITM2,3,0,3
FIZ1,3,27,30
FKBP10,3,0,3
FKBP11,3,0,3
FKBP14,3,0,3
FKBP2,3,0,3
FKBP5,3,0,3
FKBP8,3,0,3
FKBP9,3,0,3
FKBPL,3,0,3
FKRP,3,0,3
FLCN,3,0,3
FLG,3,23,26
FLII,3,0,3
FLJ13224,3,0,3
FLJ37453,3,0,3
FLJ38576,3,0,3
FLNA,3,0,3
FLOT1,3,0,3
FLOT2,3,0,3
FLRT2,3,0,3
FLRT3,3,0,3
FLT1,3,0,3
FLT3,3,0,3
FLT3LG,3,0,3
FLT4,3,0,3
FLVCR1,3,0,3
FLYWCH1,3,0,3
FMN1,3,0,3
FMNL1,3,0,3
FMO5,3,0,3
FN1,3,0,3
FN3K,3,0,3
FN3KRP,3,0,3
FNBP4,3,0,3
FNDC1,3,0,3
FNDC5,3,0,3
FNIP1,3,0,3
FNTA,3,0,3
FOLH1,3,0,3
FOS,3,0,3
FOSB,3,0,3
FOSL1,3,0,3
FOXA3,3,0,3
FOXB1,3,0,3
FOXB2,3,0,3
FOXC1,3,0,3
FOXC2,3,0,3
FOXD2,3,0,3
FOXD3,3,0,3
FOXD4L1,3,0,3
FOXE1,3,0,3
FOXF1,3,0,3
FOXF2,3,0,3
FOXG1,3,0,3
FOXI1,3,0,3
FOXI2,3,2,5
FOXI3,3,0,3
FOXJ1,3,64,67
FOXJ3,3,0,3
FOXK1,3,0,3
FOXK2,3,0,3
FOXL1,3,0,3
FOXL2,3,0,3
FOXM1,3,0,3
FOXN3,3,0,3
FOXN4,3,15,18
FOXO3,3,0,3
FOXO4,3,0,3
FOXP1,3,0,3
FOXP4,3,0,3
FOXQ1,3,0,3
FOXR1,3,0,3
FOXRED1,3,0,3
FOXRED2,3,0,3
FPGS,3,0,3
FRAT1,3,0,3
FRAT2,3,0,3
FREM2,3,0,3
FRMD3,3,0,3
FRMD4B,3,0,3
FRMPD1,3,0,3
FRS2,3,0,3
FRS3,3,0,3
FRYL,3,0,3
FSCN1,3,0,3
FSCN2,3,0,3
FSCN3,3,0,3
FSD1L,3,0,3
FST,3,0,3
FSTL1,3,0,3
FSTL3,3,0,3
FSTL4,3,0,3
FTHL17,3,0,3
FTL,3,0,3
FTMT,3,0,3
FTSJ1,3,0,3
FTSJ3,3,0,3
FUBP1,3,0,3
FUBP3,3,149,152
FUCA2,3,0,3
FUNDC2,3,0,3
FURIN,3,0,3
FUT2,3,0,3
FUZ,3,0,3
FXR1,3,0,3
FXR2,3,0,3
FXYD1,3,0,3
FXYD2,3,0,3
FYCO1,3,0,3
FZD1,3,0,3
FZD3,3,0,3
FZD5,3,0,3
FZD7,3,0,3
FZD8,3,0,3
FZD9,3,0,3
FZR1,3,0,3
G3BP2,3,83,86
G6PC3,3,0,3
G6PD,3,0,3
GAA,3,0,3
GAB1,3,0,3
GAB2,3,0,3
GAB3,3,0,3
GAB4,3,0,3
GABARAP,3,0,3
GABARAPL2,3,201,204
GABBR1,3,0,3
GABPA,3,0,3
GABRB2,3,0,3
GABRE,3,0,3
GABRG3,3,0,3
GABRQ,3,0,3
GAD1,3,0,3
GADD45A,3,0,3
GADD45B,3,0,3
GADD45G,3,0,3
GAK,3,0,3
GAL3ST3,3,0,3
GALE,3,0,3
GALK1,3,0,3
GALK2,3,0,3
GALNS,3,0,3
GALNT10,3,0,3
GALNT11,3,0,3
GALNT13,3,0,3
GALNT16,3,0,3
GALNT18,3,0,3
GALNT2,3,0,3
GALNT6,3,0,3
GALR2,3,0,3
GANAB,3,102,105
GAPDH,3,0,3
GAPVD1,3,0,3
GART,3,0,3
GAS1,3,0,3
GAS2L1,3,0,3
GAS2L2,3,0,3
GAS6,3,0,3
GAS8,3,0,3
GATA2,3,0,3
GATA4,3,1,4
GATA5,3,0,3
GATA6,3,0,3
GATAD1,3,0,3
GATAD2B,3,0,3
GATM,3,0,3
GBGT1,3,0,3
GBX2,3,0,3
GCAT,3,0,3
GCC1,3,0,3
GCC2,3,0,3
GCDH,3,0,3
GCGR,3,0,3
GCH1,3,0,3
GCHFR,3,0,3
GCLC,3,0,3
GCLM,3,0,3
GCM2,3,0,3
GCOM1,3,0,3
GCSAML,3,0,3
GCSH,3,0,3
GDAP1,3,0,3
GDF10,3,0,3
GDF11,3,0,3
GDF6,3,0,3
GDF7,3,0,3
GDF9,3,0,3
GDNF,3,0,3
GDPD1,3,0,3
GDPD5,3,0,3
GDPGP1,3,0,3
GEMIN2,3,0,3
GEMIN5,3,0,3
GEMIN6,3,0,3
GEMIN7,3,0,3
GEMIN8,3,0,3
GEMIN8P4,3,0,3
GEN1,3,0,3
GET4,3,0,3
GFER,3,0,3
GFOD1,3,0,3
GFOD2,3,0,3
GFPT1,3,0,3
GFRA1,3,0,3
GFRA3,3,0,3
GFY,3,0,3
GGA1,3,0,3
GGA2,3,0,3
GGA3,3,0,3
GGCT,3,0,3
GGCX,3,0,3
GGH,3,0,3
GGN,3,0,3
GGNBP2,3,0,3
GGPS1,3,0,3
GGT6,3,0,3
GGT7,3,7,10
GGTA1P,3,0,3
GGTLC1,3,2,5
GHITM,3,0,3
GHR,3,0,3
GHSR,3,0,3
GID8,3,0,3
GIGYF1,3,12,15
GIGYF2,3,0,3
GIN1,3,0,3
GINM1,3,0,3
GINS1,3,0,3
GINS2,3,0,3
GINS3,3,0,3
GINS4,3,0,3
GIPC1,3,0,3
GIPC2,3,0,3
GIPC3,3,0,3
GIT1,3,53,56
GIT2,3,0,3
GJA3,3,0,3
GJB1,3,0,3
GJB2,3,0,3
GJB3,3,45,48
GJB4,3,0,3
GJB6,3,0,3
GJC1,3,0,3
GJD2,3,0,3
GK5,3,0,3
GLB1,3,0,3
GLB1L,3,0,3
GLB1L3,3,0,3
GLCE,3,0,3
GLDC,3,0,3
GLE1,3,0,3
GLG1,3,0,3
GLI1,3,0,3
GLI3,3,0,3
GLI4,3,0,3
GLIPR1L2,3,0,3
GLIS2,3,0,3
GLMN,3,0,3
GLP1R,3,0,3
GLRA1,3,0,3
GLRA2,3,0,3
GLRA3,3,0,3
GLRX3,3,0,3
GLRX5,3,0,3
GLS,3,0,3
GLS2,3,0,3
GLT8D1,3,0,3
GLUD1,3,0,3
GLUL,3,0,3
GLYCTK,3,0,3
GLYR1,3,0,3
GMCL1,3,0,3
GMDS,3,0,3
GMEB2,3,0,3
GMFB,3,0,3
GMIP,3,0,3
GMNC,3,0,3
GMPPB,3,0,3
GMPR2,3,0,3
GMPS,3,0,3
GNA11,3,0,3
GNA12,3,0,3
GNAI1,3,0,3
GNAL,3,0,3
GNAQ,3,0,3
GNAZ,3,0,3
GNB1,3,0,3
GNB1L,3,0,3
GNB2,3,0,3
GNB3,3,0,3
GNB4,3,0,3
GNE,3,25,28
GNG11,3,0,3
GNG13,3,0,3
GNG5,3,0,3
GNG7,3,0,3
GNG8,3,12,15
GNL3,3,0,3
GNL3L,3,0,3
GNPAT,3,0,3
GNPNAT1,3,0,3
GNPTAB,3,0,3
GNPTG,3,0,3
GNRHR2,3,0,3
GOLGA1,3,0,3
GOLGA2,3,0,3
GOLGA3,3,0,3
GOLGA4,3,0,3
GOLGA5,3,0,3
GOLGA7,3,0,3
GOLGA8B,3,0,3
GOLGB1,3,0,3
GOLM1,3,0,3
GOLPH3,3,0,3
GOLT1A,3,0,3
GON4L,3,0,3
GORASP1,3,0,3
GOSR1,3,0,3
GOT1,3,0,3
GOT1L1,3,0,3
GOT2,3,0,3
GP1BA,3,0,3
GP1BB,3,0,3
GPAA1,3,0,3
GPANK1,3,0,3
GPATCH11,3,0,3
GPATCH2L,3,0,3
GPATCH3,3,8,11
GPATCH4,3,0,3
GPATCH8,3,0,3
GPC1,3,0,3
GPC2,3,0,3
GPC4,3,0,3
GPC5,3,3,6
GPD1L,3,0,3
GPI,3,0,3
GPM6B,3,0,3
GPN2,3,0,3
GPR101,3,0,3
GPR107,3,0,3
GPR108,3,0,3
GPR12,3,27,30
GPR135,3,0,3
GPR137B,3,0,3
GPR137C,3,0,3
GPR139,3,0,3
GPR150,3,0,3
GPR153,3,0,3
GPR155,3,0,3
GPR157,3,0,3
GPR158,3,0,3
GPR161,3,12,15
GPR162,3,0,3
GPR176,3,0,3
GPR180,3,0,3
GPR25,3,0,3
GPR26,3,0,3
GPR27,3,0,3
GPR3,3,0,3
GPR35,3,5,8
GPR39,3,0,3
GPR63,3,0,3
GPR68,3,0,3
GPRASP1,3,0,3
GPRC5B,3,0,3
GPRC5C,3,0,3
GPRIN1,3,0,3
GPRIN2,3,0,3
GPRIN3,3,0,3
GPS1,3,0,3
GPS2,3,0,3
GPSM1,3,0,3
GPSM2,3,0,3
GPT2,3,0,3
GPX1,3,0,3
GPX4,3,0,3
GPX7,3,0,3
GRAMD1A,3,0,3
GRB10,3,0,3
GRB14,3,0,3
GRB2,3,0,3
GRB7,3,0,3
GREM1,3,0,3
GRHL1,3,0,3
GRHL3,3,0,3
GRHPR,3,0,3
GRIA1,3,10,13
GRIA2,3,0,3
GRIA3,3,0,3
GRID1,3,0,3
GRIK3,3,0,3
GRIN2A,3,0,3
GRIN2B,3,0,3
GRIN2D,3,0,3
GRIN3A,3,0,3
GRIN3B,3,0,3
GRK1,3,0,3
GRK4,3,0,3
GRK5,3,0,3
GRK6,3,0,3
GRK7,3,0,3
GRM8,3,0,3
GRP,3,0,3
GRPEL1,3,0,3
GRPEL2,3,0,3
GRSF1,3,0,3
GSC2,3,0,3
GSDMD,3,0,3
GSE1,3,0,3
GSG1,3,0,3
GSG1L,3,275,278
GSK3A,3,0,3
GSK3B,3,0,3
GSKIP,3,0,3
GSN,3,0,3
GSR,3,0,3
GSS,3,0,3
GSTA4,3,0,3
GSTCD,3,0,3
GSTM4,3,0,3
GSTO1,3,0,3
GSTZ1,3,0,3
GSX1,3,0,3
GSX2,3,0,3
GTDC1,3,0,3
GTF2A1,3,0,3
GTF2A1L,3,0,3
GTF2A2,3,0,3
GTF2F2,3,0,3
GTF2H2C,3,0,3
GTF2H2C_2,3,0,3
GTF2H4,3,0,3
GTF2H5,3,0,3
GTF2I,3,0,3
GTF3C1,3,0,3
GTF3C2,3,0,3
GTF3C3,3,0,3
GTF3C4,3,0,3
GTF3C5,3,0,3
GTF3C6,3,0,3
GTPBP2,3,0,3
GTPBP4,3,0,3
GTPBP6,3,0,3
GTPBP8,3,0,3
GTSE1,3,0,3
GUCD1,3,0,3
GUF1,3,0,3
GUK1,3,0,3
GULP1,3,0,3
GUSBP1,3,0,3
GUSBP4,3,0,3
GUSBP5,3,0,3
GXYLT1,3,0,3
GYG1,3,0,3
GYPC,3,0,3
GYS1,3,0,3
GZMM,3,0,3
H19,3,0,3
HACD1,3,0,3
HACD3,3,0,3
HADH,3,0,3
HADHA,3,0,3
HADHB,3,48,51
HAGH,3,0,3
HAGHL,3,0,3
HAND1,3,0,3
HAP1,3,0,3
HAPLN3,3,0,3
HARBI1,3,0,3
HARS2,3,0,3
HAS3,3,0,3
HAUS2,3,0,3
HAUS3,3,0,3
HAUS4,3,0,3
HAUS6,3,0,3
HAUS7,3,0,3
HAUS8,3,0,3
HAX1,3,0,3
HBP1,3,0,3
HBQ1,3,0,3
HBS1L,3,0,3
HCAR1,3,0,3
HCCS,3,0,3
HCG27,3,0,3
HCN1,3,0,3
HCN2,3,0,3
HCN3,3,0,3
HCN4,3,0,3
HCP5,3,0,3
HCRTR1,3,0,3
HDAC10,3,2,5
HDAC11,3,0,3
HDAC2,3,0,3
HDAC3,3,0,3
HDAC5,3,0,3
HDAC7,3,31,34
HDAC9,3,0,3
HDGFL1,3,0,3
HDGFL2,3,0,3
HDHD2,3,0,3
HDHD3,3,0,3
HDLBP,3,0,3
HEATR1,3,0,3
HEATR6,3,0,3
HEBP1,3,0,3
HEBP2,3,0,3
HECTD1,3,32,35
HECTD2,3,0,3
HECW1,3,0,3
HECW2,3,0,3
HEG1,3,0,3
HELT,3,0,3
HELZ,3,0,3
HELZ2,3,0,3
HEMK1,3,0,3
HENMT1,3,0,3
HERC1,3,0,3
HERC2P2,3,0,3
HERC3,3,0,3
HERC4,3,0,3
HERC5,3,0,3
HERPUD1,3,184,187
HERPUD2,3,0,3
HES1,3,0,3
HES2,3,0,3
HES4,3,0,3
HES5,3,0,3
HES6,3,0,3
HEXA,3,0,3
HEXB,3,0,3
HEXIM1,3,0,3
HEXIM2,3,0,3
HEY2,3,0,3
HEYL,3,0,3
HGC6.3,3,0,3
HGS,3,0,3
HGSNAT,3,0,3
HHAT,3,0,3
HHEX,3,0,3
HHIP,3,0,3
HHLA3,3,0,3
HIATL1,3,0,3
HIATL2,3,0,3
HIF1A,3,0,3
HIF3A,3,0,3
HIGD2A,3,0,3
HIGD2B,3,0,3
HINT1,3,96,99
HIP1,3,0,3
HIPK1,3,0,3
HIPK2,3,0,3
HIPK3,3,0,3
HIRA,3,0,3
HIRIP3,3,0,3
HIVEP1,3,0,3
HIVEP2,3,0,3
HIVEP3,3,0,3
HJURP,3,0,3
HLA-DPA1,3,0,3
HLA-F,3,0,3
HLCS,3,0,3
HLTF,3,0,3
HM13,3,0,3
HMBOX1,3,0,3
HMBS,3,0,3
HMCES,3,0,3
HMCN2,3,0,3
HMG20A,3,0,3
HMG20B,3,0,3
HMGA2,3,0,3
HMGB3,3,0,3
HMGN1,3,122,125
HMGN4,3,0,3
HMGXB3,3,0,3
HMGXB4,3,0,3
HMMR,3,0,3
HMOX2,3,0,3
HMSD,3,0,3
HMX1,3,0,3
HMX2,3,0,3
HMX3,3,0,3
HNF1A,3,0,3
HNF1B,3,0,3
HNF4A,3,0,3
HNRNPA1L2,3,119,122
HNRNPA2B1,3,0,3
HNRNPAB,3,0,3
HNRNPD,3,40,43
HNRNPH1,3,0,3
HNRNPK,3,233,236
HNRNPM,3,113,116
HNRNPR,3,0,3
HNRNPU,3,0,3
HNRNPUL2,3,0,3
HOMER2,3,0,3
HOMER3,3,0,3
HOMEZ,3,0,3
HOOK1,3,0,3
HOOK3,3,0,3
HOPX,3,0,3
HORMAD2,3,0,3
HOTAIR,3,0,3
HOTTIP,3,0,3
HOXA1,3,0,3
HOXA11,3,0,3
HOXA5,3,0,3
HOXA6,3,0,3
HOXA7,3,0,3
HOXB13,3,0,3
HOXB3,3,0,3
HOXB4,3,0,3
HOXB5,3,0,3
HOXC10,3,0,3
HOXC13,3,0,3
HOXC4,3,0,3
HOXC5,3,0,3
HOXC6,3,0,3
HOXC8,3,0,3
HOXC9,3,0,3
HOXD1,3,0,3
HOXD10,3,0,3
HOXD11,3,0,3
HOXD3,3,0,3
HOXD8,3,0,3
HP1BP3,3,0,3
HPN,3,0,3
HPRT1,3,0,3
HPS1,3,0,3
HPS3,3,0,3
HPS4,3,0,3
HPSE,3,0,3
HRAS,3,0,3
HRH3,3,0,3
HRK,3,0,3
HS1BP3,3,0,3
HS3ST3A1,3,0,3
HS3ST4,3,0,3
HS3ST6,3,1,4
HS6ST1,3,0,3
HS6ST3,3,0,3
HSBP1L1,3,0,3
HSCB,3,0,3
HSD11B1L,3,0,3
HSD11B2,3,0,3
HSD17B11,3,0,3
HSD17B12,3,0,3
HSDL1,3,0,3
HSF1,3,0,3
HSF2BP,3,0,3
HSF4,3,35,38
HSF5,3,0,3
HSP90AA1,3,0,3
HSPA12A,3,0,3
HSPA14,3,0,3
HSPA1B,3,0,3
HSPA1L,3,0,3
HSPA2,3,0,3
HSPA4,3,0,3
HSPA4L,3,0,3
HSPA5,3,0,3
HSPA6,3,0,3
HSPA8,3,98,101
HSPA9,3,0,3
HSPB11,3,0,3
HSPB2,3,0,3
HSPB6,3,0,3
HSPB8,3,0,3
HSPB9,3,0,3
HSPBAP1,3,0,3
HSPBP1,3,0,3
HSPD1,3,0,3
HSPG2,3,0,3
HSPH1,3,0,3
HTATIP2,3,0,3
HTATSF1,3,0,3
HTR1B,3,0,3
HTR1E,3,0,3
HTR2C,3,0,3
HTR3E,3,0,3
HTR5A,3,0,3
HTR6,3,0,3
HTR7,3,0,3
HTR7P1,3,0,3
HTRA1,3,0,3
HTRA2,3,0,3
HTRA3,3,0,3
HTRA4,3,0,3
HUNK,3,0,3
HUS1,3,0,3
HUS1B,3,0,3
HYAL1,3,0,3
HYAL3,3,0,3
HYI,3,0,3
HYOU1,3,0,3
IAH1,3,0,3
IARS2,3,0,3
IBA57,3,0,3
ICA1L,3,0,3
ICAM1,3,0,3
ICMT,3,0,3
ID1,3,0,3
IDE,3,0,3
IDH1,3,0,3
IDH2,3,0,3
IDH3A,3,57,60
IDH3B,3,0,3
IDH3G,3,0,3
IDNK,3,0,3
IDO1,3,0,3
IDUA,3,0,3
IER2,3,0,3
IER3,3,0,3
IER5,3,0,3
IER5L,3,32,35
IFI27L1,3,0,3
IFIH1,3,0,3
IFITM10,3,0,3
IFITM3,3,0,3
IFNGR2,3,0,3
IFNLR1,3,0,3
IFRD1,3,0,3
IFT122,3,0,3
IFT140,3,0,3
IFT20,3,0,3
IFT22,3,0,3
IFT46,3,0,3
IFT57,3,0,3
IFT80,3,0,3
IFT81,3,0,3
IFT88,3,0,3
IGBP1,3,0,3
IGF2,3,0,3
IGF2BP1,3,0,3
IGF2BP3,3,0,3
IGFALS,3,0,3
IGFBP2,3,0,3
IGFBP3,3,0,3
IGFBP4,3,0,3
IGFBP5,3,0,3
IGFBP7,3,353,356
IGFBPL1,3,0,3
IGHMBP2,3,0,3
IGSF1,3,0,3
IGSF11,3,0,3
IGSF8,3,0,3
IGSF9B,3,24,27
IHH,3,0,3
IK,3,0,3
IKBKB,3,0,3
IKZF2,3,0,3
IL10RB,3,0,3
IL11RA,3,0,3
IL12A,3,0,3
IL12RB1,3,0,3
IL15,3,0,3
IL15RA,3,0,3
IL17RB,3,0,3
IL17RD,3,0,3
IL17REL,3,0,3
IL18R1,3,0,3
IL1RAP,3,0,3
IL1RAPL2,3,0,3
IL20RA,3,0,3
IL27,3,0,3
IL3,3,0,3
IL32,3,0,3
IL4R,3,0,3
IL6R,3,0,3
IL6ST,3,0,3
ILDR2,3,0,3
ILF2,3,0,3
ILKAP,3,0,3
IMMP2L,3,0,3
IMP3,3,0,3
IMP4,3,0,3
IMPACT,3,0,3
IMPAD1,3,0,3
INCA1,3,0,3
INF2,3,0,3
ING1,3,0,3
ING2,3,0,3
ING3,3,0,3
ING4,3,0,3
ING5,3,0,3
INGX,3,0,3
INHBB,3,0,3
INIP,3,0,3
INO80,3,0,3
INO80B,3,0,3
INO80C,3,0,3
INO80D,3,0,3
INO80E,3,0,3
INPP4A,3,0,3
INPP4B,3,0,3
INPP5A,3,0,3
INPP5B,3,0,3
INPP5E,3,0,3
INPP5F,3,0,3
INPP5K,3,0,3
INPPL1,3,0,3
INS,3,0,3
INSIG1,3,0,3
INSIG2,3,0,3
INSL6,3,4,7
INSM2,3,12,15
INSR,3,0,3
INTS1,3,0,3
INTS10,3,0,3
INTS12,3,0,3
INTS4,3,0,3
INTS5,3,0,3
INTS6,3,0,3
INTS9,3,0,3
INVS,3,0,3
IP6K1,3,0,3
IP6K2,3,0,3
IPMK,3,0,3
IPO11,3,0,3
IPO13,3,75,78
IPO4,3,0,3
IPO7,3,0,3
IPO8,3,0,3
IQCB1,3,0,3
IQCG,3,0,3
IQCH,3,0,3
IQGAP1,3,0,3
IQGAP2,3,0,3
IQGAP3,3,0,3
IQSEC2,3,0,3
IQSEC3,3,0,3
IQUB,3,0,3
IRAK1,3,0,3
IRAK1BP1,3,0,3
IRAK2,3,0,3
IRAK4,3,0,3
IREB2,3,0,3
IRF1,3,0,3
IRF2,3,0,3
IRF2BP1,3,0,3
IRF2BPL,3,0,3
IRF3,3,71,74
IRF4,3,0,3
IRF5,3,0,3
IRF7,3,0,3
IRGQ,3,0,3
IRS1,3,0,3
IRS2,3,0,3
IRS4,3,0,3
IRX1,3,0,3
IRX2,3,0,3
IRX4,3,0,3
IRX5,3,0,3
IRX6,3,13,16
ISCA1,3,0,3
ISCA2,3,0,3
ISG15,3,0,3
ISG20L2,3,0,3
ISL2,3,0,3
ISLR,3,0,3
ISM2,3,0,3
ISOC1,3,0,3
ISOC2,3,0,3
IST1,3,0,3
ISY1,3,0,3
ISYNA1,3,0,3
ITCH,3,0,3
ITFG1,3,0,3
ITGA1,3,0,3
ITGA11,3,0,3
ITGA2,3,0,3
ITGA6,3,0,3
ITGA7,3,0,3
ITGAV,3,0,3
ITGB1,3,287,290
ITGB5,3,0,3
ITGB8,3,0,3
ITIH4,3,15,18
ITIH5,3,0,3
ITM2B,3,146,149
ITM2C,3,0,3
ITPA,3,0,3
ITPK1,3,0,3
ITPKA,3,0,3
ITPKC,3,0,3
ITPR1,3,30,33
ITPR2,3,0,3
ITPRIP,3,0,3
ITPRIPL1,3,0,3
ITPRIPL2,3,0,3
ITSN2,3,0,3
IVNS1ABP,3,0,3
IWS1,3,0,3
IZUMO1,3,0,3
IZUMO2,3,2,5
IZUMO4,3,0,3
JADE1,3,0,3
JADE2,3,0,3
JADE3,3,0,3
JAG1,3,0,3
JAG2,3,0,3
JAK1,3,0,3
JAK3,3,0,3
JAKMIP1,3,0,3
JARID2,3,0,3
JDP2,3,0,3
JKAMP,3,0,3
JMJD1C,3,0,3
JMJD4,3,0,3
JMJD7-PLA2G4B,3,0,3
JMY,3,0,3
JOSD1,3,67,70
JOSD2,3,0,3
JPH1,3,0,3
JRK,3,0,3
JRKL,3,0,3
JSRP1,3,0,3
JUN,3,0,3
JUNB,3,0,3
JUND,3,0,3
KANK1,3,0,3
KANSL1,3,0,3
KANSL1L,3,0,3
KANSL3,3,0,3
KAT2A,3,0,3
KAT5,3,0,3
KAT6A,3,0,3
KAT6B,3,0,3
KAT7,3,0,3
KAT8,3,0,3
KATNAL1,3,0,3
KAZALD1,3,0,3
KAZN,3,0,3
KBTBD11,3,0,3
KBTBD13,3,0,3
KBTBD2,3,0,3
KBTBD3,3,0,3
KBTBD4,3,0,3
KCMF1,3,0,3
KCNA2,3,0,3
KCNA3,3,0,3
KCNA4,3,0,3
KCNA7,3,0,3
KCNAB2,3,0,3
KCNB2,3,2,5
KCNC3,3,0,3
KCNC4,3,0,3
KCND2,3,0,3
KCND3,3,0,3
KCNE1,3,0,3
KCNE3,3,0,3
KCNF1,3,0,3
KCNG1,3,0,3
KCNG2,3,0,3
KCNG3,3,0,3
KCNH1,3,0,3
KCNH5,3,0,3
KCNH8,3,0,3
KCNIP3,3,0,3
KCNJ1,3,0,3
KCNJ12,3,0,3
KCNJ2,3,0,3
KCNJ3,3,0,3
KCNK1,3,0,3
KCNK10,3,0,3
KCNK12,3,0,3
KCNK13,3,0,3
KCNK4,3,0,3
KCNK5,3,0,3
KCNK6,3,0,3
KCNK9,3,0,3
KCNMA1,3,0,3
KCNMB4,3,0,3
KCNN1,3,0,3
KCNN2,3,0,3
KCNN3,3,0,3
KCNQ1DN,3,0,3
KCNQ2,3,0,3
KCNQ4,3,0,3
KCNS1,3,0,3
KCNS2,3,0,3
KCNS3,3,0,3
KCNT2,3,0,3
KCNV1,3,0,3
KCTD1,3,0,3
KCTD10,3,0,3
KCTD11,3,0,3
KCTD15,3,0,3
KCTD16,3,0,3
KCTD18,3,0,3
KCTD19,3,0,3
KCTD2,3,0,3
KCTD21,3,0,3
KCTD7,3,5,8
KDELR1,3,0,3
KDELR2,3,128,131
KDELR3,3,0,3
KDM3B,3,0,3
KDM4A,3,0,3
KDM4B,3,0,3
KDM4C,3,0,3
KDM4D,3,0,3
KDM5C,3,0,3
KDM6A,3,17,20
KDM8,3,0,3
KDR,3,0,3
KEAP1,3,0,3
KHDC3L,3,0,3
KHDRBS3,3,0,3
KHK,3,0,3
KHNYN,3,0,3
KHSRP,3,0,3
KIAA0040,3,0,3
KIAA0232,3,0,3
KIAA0319,3,0,3
KIAA0319L,3,0,3
KIAA0355,3,0,3
KIAA0556,3,0,3
KIAA0586,3,0,3
KIAA0753,3,0,3
KIAA1143,3,0,3
KIAA1210,3,0,3
KIAA1211L,3,0,3
KIAA1324L,3,0,3
