gene,r_spearman
DCTN5,0.01009416176385291
ALG12,0.06690784267930028
AGPAT2,0.01206326853529305
APLF,0.06415829827883561
COX16,-0.026656348044021703
NOSTRIN,-0.44232720791098157
APLP2,0.007558448111736953
RABGGTA,0.06143808988026579
GGTLC1,0.027878202375850567
RNF215,0.03482114361623309
PGLYRP1,-0.02987463465135701
SLC6A5,-0.00569688628614112
BRAF,0.01709075854069913
STK24,0.02733229343552919
MEF2BNB,-0.05035644413433375
AMZ2,0.04294191928873823
DNAJC28,-0.009544988831233562
PPWD1,0.00457751001855124
SLIRP,-0.039491655542746563
GLUL,-0.05471073047468092
SLC6A4,0.009056160261162466
CNNM2,0.021535898564589644
PDF,-0.05282237636595469
ZNF607,-0.010591527804989138
MORN1,0.028620771534168404
DMKN,0.12690619005736395
SAG,-0.1968780354389489
PDLIM1,-0.21578495309176066
DHRS11,-0.11344253959733827
NCAM2,-0.0017171951014401385
CWH43,-0.13606684173320724
RBPMS,-0.03330854954318666
NT5E,-0.15486673226209305
SFN,-0.16819752270069394
BZW2,-0.016902858239954226
SCGB3A1,-0.38910932528089504
NF2,0.013131490971779267
SPAG6,-0.28889429052331694
SBK3,-0.02505460402021045
GPRC5B,-0.036420302910238206
PPAT,0.0037562245343400035
ARCN1,-0.06497412313767215
AP1M2,-0.15567712010533366
TRIM6,-0.040783887252169304
GPR150,-0.03966384212986201
SCFD2,-0.08223080348319758
TRAPPC13,0.01166462614102472
ZNF300,-0.3446701785952107
CNPY4,-0.016615344477438964
LARP4B,0.04833736998001808
NEUROG1,0.020989685932774473
NRG3,-0.00930159189838413
MNT,0.11095820688203807
C19orf57,0.02214542038466591
NFIB,-0.3996149563958148
PCDHAC2,0.0030859566097662925
DHDH,0.0122976000233503
GRB14,-0.08741713245302356
HOXC6,-0.12628020765080322
FBXO34,-0.030029061579184436
BAG3,0.03219209675490536
CCNL2,0.01931313367515621
RALGAPA2,0.08740098698301767
SCT,0.002694336637290074
BCL11A,-0.15550545010099237
KDM4C,-0.033150289175835776
TRAPPC3,-0.0002112665470478311
SRSF12,-0.2632509640279577
KCNA3,-0.03161961524577702
FLNA,0.008258418483689828
GPD1L,-0.015838519505117155
HERC3,0.008420590669452497
NPEPL1,-0.058436169134916165
INPP4A,0.014516644186144225
WDR62,0.05512232673434451
LRRC41,0.02631404717886983
TRANK1,-0.07370109035071735
HMGB3,-0.12175900348618873
DTD2,-0.06569853429731244
PGM3,-0.11796739237095334
PMS2P1,0.08869617622490635
ADCK5,0.08949263971598553
FAM21C,0.02552183211142621
RPS9,-0.0400682064832603
CHRND,-0.0093662571986673
SMYD2,-0.14882615287816653
OPN3,0.017570207253522156
GNB3,0.11292451232514214
ZNF341,0.09831955442497628
LDOC1,-0.15217029708371876
CTU1,-0.016290668468253954
COLEC11,-0.20148220426520264
NUP98,-0.037747594445159426
ATP10D,-0.06303013912738722
ZNF587,0.027910098209324555
SORL1,-0.03045917462672251
MYO1D,0.0010562921251295028
RNF122,-0.03663325176397002
LAMB3,-0.46824018108436566
RAET1L,-0.1361095615343151
ANTXR1,-0.08937981139912876
FOXL1,-0.016166455411590112
SYVN1,0.038744528188060706
DACH1,-0.10460949172116056
NCDN,0.07057577136953305
SORBS2,-0.08725640822219718
TMTC4,-0.0013693450812159462
ZNF767P,0.08846593215137061
PARD6B,0.039664341066385854
CSRP1,-0.011895440474806946
MYH3,0.12894436354785588
GABRG3,-0.049072902916748026
STC2,-0.14380548504233234
C16orf71,0.012493318149563785
MCIDAS,-0.020258571069145876
POFUT1,0.0618345301487959
DIAPH3,-0.031193097360212932
MFHAS1,0.011287670245079881
NDUFA3,0.04676735614620296
RPL26,-0.03788048039210233
FANCL,-0.02941859754209201
MTG1,-0.034242784451849764
TMEM186,-0.022190384287577077
SHPK,0.059709552291156466
PRKACA,0.024600405417115903
CDH11,-0.09859592617807209
KCNQ1DN,0.0016994439074980326
PRDX2,-0.003841626777124006
BAGE3,-0.05799564973234463
VKORC1L1,-0.066615666984376
ZNF804A,0.016437284088829003
APEX1,-0.03431408856672001
CDKL3,0.017653614100968884
ANP32B,0.024527477426922347
UBE2MP1,-0.0034802910789362923
ASNSD1,-0.011205321027515333
TSPAN19,-0.05071430175885503
C6orf132,-0.02981429347718971
ZNF573,0.020247376523308585
CDHR2,0.016728578864139643
FAM161B,-0.024795165823375747
GRHL3,-0.010113080710469286
PKNOX1,0.10590718786626047
SKA3,-0.035289060148730726
TPGS1,0.0036621790938263163
POU4F1,-0.25035786325033804
RGS3,0.030939663793789013
CDC25C,-0.06847704492606847
C11orf80,0.04363362474422078
TCHP,-0.0010150739583746624
DZANK1,0.07478794657680406
HTR5A,0.04450802478715321
PRR13,-0.04109030431018308
LRP11,-0.16207238019060066
WIF1,-0.07354464595350217
FLJ38576,0.04817023553034287
B4GALT2,-0.0584667757057984
PRR7,0.041022582877567146
SPSB2,-0.010454924200628489
HAUS7,-0.10706388460575506
LINC02913,-0.03310274636436514
PHLDA2,-0.0010043771881135897
C14orf93,-0.060462598508202924
ZNF764,0.04392272009353479
RUNX2,-0.0765398431489786
TTC38,-0.016078317152686115
EP400NL,0.03953458487740722
RUNDC1,0.09258366610326649
EFR3A,0.02104823970694887
SHROOM1,-0.3391394961695221
IGFBP3,-0.22396026620424325
REXO4,-0.0028189004553611364
HOMEZ,0.023009138000549594
FAM171B,-0.02123667343917658
SNX11,0.03099063751934765
ZNF740,0.0024000968929250226
METAP2,-0.06305829440936449
NDUFC1,-0.05917470287293563
PRELID2,-0.058248959188962716
UGDH,0.04436509819747512
GLCE,0.0744460840259638
PDZRN4,0.05134606942268785
PTRHD1,-0.018002912284598917
CKAP2L,-0.0133310250716087
SREK1IP1,0.0010616176285847612
IGFBPL1,0.022926881257169643
TMEM45A,-0.17587509041993563
ARC,-0.08991087355069692
SESN3,-0.17250755170929025
CCDC144NL,0.009741038951766284
ZNF524,0.04493952078681794
TFR2,-0.1203680633569242
MAGI1,-0.1331389917911075
ZXDC,0.039821088396397544
JAKMIP1,-0.020122731395458615
SCD5,-0.09830848573329949
TPTEP1,-0.09276206107325763
CTBP2,-0.1345269570639339
VEGFC,-0.05580846905272693
ATG12,0.11905024948014904
RPL36AL,-0.03530982630271178
LAPTM4B,-0.20314057017178927
OR6C65,0.012472723286745957
NR2F2,-0.08638405830305469
ZNHIT1,0.04384255659159569
ATL2,-0.02329735251185329
THBD,-0.07305560700504383
EMP2,-0.06722635410285792
GDPD1,0.023786092098395883
CLUAP1,0.027508220240947553
SCARF1,-0.03231352049778346
FAM163A,0.09353607428901255
PMS2P5,-0.0426991979730476
ANXA11,0.08324310972569059
MRPL45P2,-0.031847881072661545
ADAP1,-0.001227583443271884
ZNF132,-0.3558774914196286
SRP54,-0.03270285136655232
SMIM15,-0.017667417194979166
AKAP9,-0.0010125594757050852
CAMK2N1,-0.10108790186845507
STX18,0.025525166373331253
DNMBP,-0.027230484524715215
FAM76B,0.04704135135713212
AFMID,-0.07014470004136444
EXT1,0.07319031474848522
THAP10,-0.06465755774586283
CPEB3,0.09442913928142214
ZNF649,-0.11990644421675838
AKR1E2,-0.3248538079679202
BEST2,0.01506830306443803
SNX29,0.034597675945095115
SEC63,-0.1389995633751613
BIRC6,0.039568900658445365
NAPA,0.09692879293668598
PLCB3,-0.004602618951641794
SPIN4,-0.07567864160273619
ZDHHC1,-0.23840304491263797
ZFP36L2,-0.024879085788972372
REEP4,0.07270413897681494
HHIP,0.00849555881911638
RNF167,-0.01938532495693539
UBA1,0.044219127379769366
TMEM50B,0.018952751534906498
POLE,0.02990426640021437
ACIN1,0.05321822668382931
DHDDS,-0.06985751425362713
SIGIRR,-0.12159877488018785
DCLRE1B,-0.01645778858583633
ORMDL3,0.07042130610647036
ALS2CL,-0.06390965578256014
B3GALT5,-0.07890804327799814
HCN4,0.046640710347066856
CLIC4,-0.03346083482105291
NGDN,0.003686741143898263
WDR5B,0.0045430805758615855
TIGD1,0.006084278730863393
UPK1A,0.013341124644186768
SFT2D1,-0.053574856311538126
NET1,-0.06828115667287263
CHRNA7,-0.05045092124370079
TLX2,-0.006343327153941388
PSMD14,-0.0638024657403878
TBX20,0.02887433128575469
NSRP1,0.13644914943631886
SAMD10,0.01495579316674679
TXNIP,-0.03916820181526466
TWF2,0.016953785461674406
FN1,0.022530576010653162
ALYREF,-0.0343365497961952
VWA5B1,0.0028313217925648743
RNF40,0.1352379762518546
ZNF580,0.05786708477498046
PREX1,0.010288582655365154
IRF1,-0.009630973406358585
BMP1,0.014029326322631161
LSM7,-0.013697392548623104
MT1F,-0.09534926808012577
ZNF568,-0.10760080066470472
COL25A1,0.010422398319541549
PLEKHM2,0.018425601934101858
EXOSC1,-0.010199361316898532
MST1L,0.0190336537886167
TAF1C,0.10792889178340262
TRIM32,-0.07551600988625916
DHX38,0.08643996324743575
THUMPD3,0.009021475329051627
SYNGR2,0.03552494339522083
UBE2S,0.06268970239569019
ARL16,0.05747210485345268
SMG6,-0.02121352558210025
PIGB,0.06723142995398047
GJB2,-0.05892606031888121
ZCCHC13,0.040608163529540955
APOBEC3F,-0.10662571444990095
CNKSR2,-0.0018706603588807475
PRICKLE1,-0.047294152969166434
SRP9,-0.029646930532294467
SPR,-0.0065740406326085955
SCAND2P,-0.02145217571925803
TPST1,-0.17790474699804368
AKR1A1,-0.04367615972504609
ITGA7,-0.03162405734150863
NTRK1,0.012240693942555505
UBN1,0.0562580424550563
ENTPD5,0.024549128877959278
SUMF2,-0.0187394904761104
RNF38,0.0016487844993099568
KLRG2,-0.36942338350112763
RGS10,-0.08017611959131764
AKR7A3,-0.13220429808158535
C19orf68,-0.027334403195606247
RAB11FIP2,-0.022718401382730825
DNAJB9,-0.053135202259889304
EXD1,0.007811673330524857
HMCN2,-0.010467756502305432
IPO4,0.008360673467878168
C9orf163,-0.011059637345603956
DOCK6,0.006831272934769959
SHBG,0.01742492801713935
WFDC2,-0.16931035045494489
NKD1,-0.08699819891602266
NT5C2,-0.08131960769902342
LETMD1,-0.05299911002666166
CGRRF1,-0.10621785602069435
ECSIT,0.07010317896559007
NIT1,0.09413866990559099
AKAP8L,0.0030694161559158776
CAPN1,-0.04361465167634801
RWDD4,-0.05441154309005181
AMIGO2,-0.06533922354048115
SPG21,-0.05573275346396151
ALPL,-0.17933218777965115
TBCCD1,0.009287603327479662
EXO5,0.08595480826873882
GALNT18,-0.09231920853325537
IMPACT,-0.14169433736524203
TCERG1L,-0.14840425752444944
GLYCTK,0.051195197032615276
RAD17,0.038451308903841144
OSR2,-0.14070639359275755
TXLNG,0.04665113508901811
TUBA3C,-0.13023656093306307
LINC01191,-0.12017736228583077
ABHD1,-0.08474328882863066
RTN4IP1,-0.03300646028787181
PTK6,-0.4466366518308661
UBE2Q1,0.048874063571306865
GPAA1,0.0178850815501516
PCSK7,0.07093899366054994
DOCK7,-0.031792736429478344
MPC1,-0.010798345898523729
TTC23L,-0.036312944208896684
MKS1,0.05223899761573983
TMEM9B,0.05760007791412095
DHX37,0.00803158885662176
FOS,-0.040825176882729027
LINC00574,0.036786159323179
SCUBE3,-0.0983665077043981
PCED1A,0.004294257564114943
IL1RAP,-0.08866866271337555
DHODH,-0.020997126456927653
SWI5,-0.05529131530099309
RBM33,0.14481835181824307
NT5M,0.0696354159981454
ATAD1,-0.054254160184714045
C20orf27,-0.0636855511401293
ATP8B3,0.007858626305405824
ZNF461,-0.03698971624399422
FGF4,0.03624016425649414
UHRF1,-0.03199541213925062
PAK6,-0.09132265230215925
KIFC3,-0.016619808525973983
CSTF3,-0.029660582189878455
BRI3,-0.025743560939443248
BAIAP2L2,-0.16636036929405787
TMEM61,-0.19450629381883167
LMX1A,-0.00011916906545124231
RAD52,0.05594908164533342
CRTAP,-0.08932951730480611
SLC46A2,0.017151172210438676
SEC61A1,0.019713864585760608
CENPN,-0.012137530598546744
IRS1,-0.08416662473066855
GIPC1,0.01299827045472533
HSPB8,-0.13243663048675647
GET4,-0.05700910727107403
MED12,-0.03125101335967649
CC2D1B,-0.023401329492253133
RASGEF1B,0.03841949337539339
TSEN54,0.08029321406797844
GK5,-0.12907721574322029
PMP22,-0.09597569770070175
EPDR1,-0.21368053609170232
MAEL,0.012403604294130302
MRPS23,-0.03428031564103517
HNRNPA2B1,0.06321586478405188
TMEM256,0.0363525855080294
MARK1,-0.06890589821587619
ZC3H8,0.006958776513294153
PIGP,-0.01522730731846322
ARFRP1,-0.0010644876230347495
KRTAP10-1,-0.0009795703538201703
C12orf57,-0.14716099260123988
TIGD4,-0.005458821172335785
FOXJ1,0.011337611998495216
HMCES,0.02972266146086075
MAPK15,-0.3302987692025345
SNRPD3,-0.040581892288654275
VPS16,0.05547681483544341
SSTR5,0.008342041160835279
RFC2,-0.071981328872893
EEF1DP3,0.05694605069314071
ZFC3H1,0.031585913882857385
POM121,0.02385826017953804
SGPP1,-0.09879126793087548
MPPED2,-0.11303596368541931
GAPVD1,-0.0016440959931455083
GFRA3,-0.11933649781448517
MBTPS1,0.14142626056492816
PRSS57,0.028969394272296733
ZDHHC23,0.02583799144098162
POLR1D,0.04088478433217315
C6orf52,-0.04346178600929424
RAB4B,0.045529823738318195
SPRTN,-0.08865510478812832
TLK2,0.013912771369860803
CBX5,0.021049756369825985
CHPF2,0.015485754672494583
PDHX,0.009022940527189795
TYSND1,0.04045745691043569
HECTD1,0.035822574578763235
ATP6V0D1,-0.03132713267328518
FAM217B,0.037183080379974594
TEAD2,-0.10784531376132642
PTK2B,0.06570383808937307
IRF2BPL,-0.06494981478350713
LINC00909,0.03942058045074786
SAMD4B,0.02524428794312603
AJUBA,-0.0183600106327588
CASC15,-0.17884661004002378
CCER1,0.046046907777814575
WEE1,-0.07364481209238659
ARHGEF10L,-0.10654641354785857
KCNA4,0.03334920451608124
FGF2,-0.3179053961176954
GAPDH,0.010777972958882052
SLTM,0.021291833335428063
ACAA2,-0.004340730630699052
PCDH9,-0.04251712592511875
CLDN14,0.015110476541675593
ZNF491,0.04478940831421047
GATA5,-0.16365255461793268
CFAP74,0.010864273789402832
FBXO5,-0.00692130077488392
EDIL3,-0.07589550050414767
ROPN1L,-0.019319152193550543
SPARC,-0.17049849010800747
PAM,-0.32087251614998935
PAIP2B,-0.007717458075828049
TUBGCP6,0.046772717491640414
FRS2,-0.07822691981476133
HDGFL1,0.010960431675644382
TM2D3,-0.04479728063687343
MAP3K7,0.016322473261536644
KCNV1,0.0002842011535256906
ANKRD16,0.04549862477948614
UROS,0.033522718444765086
MACF1,0.11589162514655639
MCM2,-0.03834287445251006
OAS2,-0.30231996790633964
RASSF4,0.021066850381570548
TAS1R1,-0.06716940583765164
ANKRD10,0.050232640806636586
FURIN,-0.07253169334190508
MMP23B,-0.08078001255361328
DPH1,0.057322385203682005
GGCX,-0.03782995069166549
PPFIBP2,0.008300301496892426
TGFBRAP1,0.046369666675999316
SLITRK5,-0.07438689146693331
KRT7,-0.49828446625327266
DPY19L1,-0.03700034422281346
KCNA2,0.03541998976753048
NAB2,0.06118679274851738
OLIG2,-0.026910263408884538
AGPS,-0.2725991756336007
TMEM165,-0.05054265190765297
TKTL1,-0.007355601709328085
NENF,0.07069853955235197
CHKA,0.0743267455100842
C21orf91,-0.10093574926466059
PITPNC1,0.0005011670556110718
TMEM63B,0.014607027259942578
TRIM59,-0.012413323870892012
SERP1,-0.0017091887606071534
ELN,-0.20509584590522495
EPM2A,0.05937147404989621
MICALL1,-0.0753432765926098
POU2F1,0.06566928049935462
WDTC1,0.013142727137760707
LOC100505715,-0.4630236770875274
ZNF358,0.03034603906477098
WNT16,0.07622983748483284
CBX3,0.05126029209658789
PA2G4,0.0300382398333389
NACA,-0.021615215764844244
ZFP14,-0.1130677356875862
IGFBP2,-0.1695426180132863
LYRM9,0.06557614338101905
LINC00879,0.020717718900636006
ZCWPW2,-0.030841170094714543
CROCCP2,0.012171317201226032
GPRIN2,-0.520629331206383
SMYD4,-0.004542326781469773
RALGPS1,0.061416281646272455
ONECUT3,-0.017126853136704086
USP27X,-0.05678560977539048
KLHL22,0.041201519379464924
GLIPR1L2,0.02609424045586623
RIN3,-0.1374438404362311
ACP2,-0.005805741504891685
VAV2,0.03042994831937757
YME1L1,-0.10438120925506852
NME1-NME2,-0.0616956169177803
TIMMDC1,-0.039743110786960356
PDIA6,-0.07858792637884662
HSPA4L,-0.11656540227430393
TMEM201,0.017460287474374628
CLPTM1L,0.04031070716235257
NEK9,-0.03786554714519475
PAX3,-0.013937435568519884
FASTK,-0.04216688797790008
BMS1,-0.05760265059765132
E2F2,-0.00484306602275975
PARP6,-0.03450234200997544
TPRN,0.05644977827125035
LRRK1,-0.18072679349876955
ZNF584,0.03891781273715862
PPP1R42,-0.020967485947960014
SLC9A2,-0.21500058596635122
NPTXR,-0.07266675930006616
RPRM,-0.09679014576466625
TPI1P2,0.021888604559379993
TPM4,0.041243913506230405
CAMK4,0.005320144632572618
PCMTD1,0.056843011213483514
LHFPL3,0.03865095698802608
CDK14,0.006224184094219048
TMEM11,-0.08158374861291143
GRK4,0.06397815937322882
ASH2L,0.0900002538275164
OSBPL10,-0.11098570546564404
AMD1,-0.06397837322315003
GALE,0.014936509651583772
COQ6,0.04965237545280692
CUL1,0.048531473751609454
NOSIP,-0.03231048068766594
PCSK1,-0.07472956659163976
TTC22,-0.061955743541523264
RECQL4,0.06496360888630227
HENMT1,-0.6636233964568791
TMCO3,0.0334443744939094
FOXJ3,0.020163026932816328
SLC25A16,-0.06044003985714947
RABEP2,-0.01447330500257772
TAP2,0.038056078744078604
VPS25,-0.027902381955953508
ATXN10,-0.04873408159795548
MEIS3P1,-0.3061231809130557
RMND5A,-0.01764765433474642
TP53,0.013119652992679736
IRF7,-0.03383462420936096
CTDSP1,0.054177605206666944
SEH1L,0.02314337317198616
RPS15,0.029417396353570182
TMEM8B,0.004813399155639514
TRAF4,-0.028953581482083164
DPH7,0.007921018543826739
AK8,-0.12975368783722743
SKOR1,-0.03967443067241191
MCM5,-0.06946637589612739
PCGF1,-0.01427945940201768
SLC25A21,-0.13989898296510395
ZNF300P1,-0.04513838102650154
TMED4,0.04744500928026623
C12orf40,0.028423199997424133
XKR5,0.019889497935886197
MAFK,0.011287704590021673
AUP1,0.04600487317693768
RBM4,-0.05824984674422076
ZNF805,0.020995282074020936
ZER1,0.11993949292034077
ZNF223,0.019275745892533454
PSMC6,-0.1092624441905299
LZTFL1,-0.1572351047215599
TRPV4,-0.24256142969924258
FADS3,-0.057546388491877584
PLAUR,-0.09366755990055783
GCGR,0.07230904206072097
PRR23A,-0.009432284508146252
TACC1,-0.24412045775764327
SLC38A10,0.029552330808610278
WDR53,-0.016134909040014876
ADD2,-0.029173799861567092
FDXR,-0.009653663325724518
N4BP2L2,0.02041269511492566
CEP104,0.03518272154094455
MRPL2,0.03554009517043316
KAT7,0.04235734803908119
NAGS,-0.06675383688203827
ADPGK,0.08798473340613845
GPR153,0.0036472540465497926
E2F7,-0.015192228030201442
USP46,-0.004221615401236689
DALRD3,-0.006323338326967526
TSPY26P,-0.03197523477541682
SKAP1,-0.34008970487208745
ECHS1,0.024343162501666307
WDR38,-0.05560621774598762
CAMKMT,-0.028203556531355364
RBMXL2,-0.00021441234513712158
TXNDC5,-0.06743143777062764
UCN,0.4525858029097984
KCNJ2,-0.29361332407404345
ACSL6,-0.02781509330881541
FAM83F,-0.05485600519766676
RGN,-0.3357900563388036
CISD1,-0.08427057274134961
SH3D21,0.016710650644709266
LIN37,0.034745796553718275
ETV4,-0.0037827088596869944
SLC34A3,-0.016786247358232743
ZBTB34,0.04918653597459889
GOLGA8B,-0.019808755270642554
BARX2,-0.12111426073906943
ZMPSTE24,-0.03643549676586166
RTN4RL1,-0.054823684832481366
POM121C,0.043861675603755146
CDKL1,0.002594118723829768
SALL3,0.07497462596173768
TIGD6,0.017145210190135866
XPOT,-0.13339807988803315
ZFPL1,0.05908853399451604
JAG1,0.03695714967420364
CFAP46,-0.20983053129479504
SNRPA1,-0.03460967808673624
VSX2,0.02444219494328817
MYO15B,-0.02162502287173663
RFX6,-0.023640702724254937
PRSS50,-0.017026804299925258
DIXDC1,-0.0092302389021051
MTHFS,-0.006084332509363872
PCDHGB5,-0.23652524213042458
CEP76,0.016318246915310246
KLHL35,-0.2295661140242695
ARHGEF16,-0.13963519755388146
PRSS55,-0.035849860248878165
PIGG,0.0311249928576347
A4GALT,-0.1352855245408277
UBE2G2,-0.002199022023598768
ACOX3,0.010720325262113486
ALKBH3,-0.3615561939893262
GNG7,-0.1952805507084373
C11orf97,0.008813039148361217
ZNF133,-0.08530056677509736
CCDC9,-0.016122739418061673
LILRA4,0.010220981431833266
ENTHD1,0.025980113543637297
DMD,-0.024836828367813243
RBM25,0.041109234848448625
ADAMTSL3,-0.07793813692286085
GOT1L1,-0.028422981165076158
SLC3A2,-0.02404143660044043
ZSCAN2,0.006477082833984453
RAB11FIP1,0.13204736934843325
SLC22A18,-0.15827611381165677
GBX2,0.017590899517970833
OR8B8,0.029651527583272743
