time,norm,pc1,pc2
0.0,9.253080641231644,7.1953410736652135,1.8084528404036144
0.2004008016032064,8.36186289538976,6.343790983677802,1.2382720587925933
0.4008016032064128,7.593075798699961,5.57642378385979,0.772569632321337
0.6012024048096192,6.926419809108133,4.884370334532701,0.3950735646043605
0.8016032064128256,6.345318316049084,4.259754391928698,0.09198077215009066
1.002004008016032,5.836190856010172,3.6955750606760946,-0.14842349519518983
1.2024048096192383,5.387873833062413,3.1856039014567092,-0.3360855547815691
1.4028056112224447,4.991158325964295,2.7242947402168696,-0.4794527749738365
1.6032064128256511,4.638420829451982,2.3067045729851072,-0.5857007362472093
1.8036072144288577,4.323327701618391,1.9284241296610922,-0.6609250046800659
2.004008016032064,4.040598083635731,1.5855168481561481,-0.7103032842384126
2.2044088176352705,3.7858132223828815,1.2744652067972337,-0.7382326161176492
2.4048096192384767,3.5552626691412885,0.9921234725063641,-0.7484456566061015
2.6052104208416833,3.3458198234212566,0.7356760701544345,-0.7441092869262675
2.8056112224448895,3.154840890650484,0.5026008665753177,-0.727908349755095
3.006012024048096,2.9800825732143927,0.29063675814764073,-0.7021168333387874
3.2064128256513023,2.8196347905150216,0.0977550402001325,-0.668658409795733
3.406813627254509,2.6718655101040474,-0.07786591357343502,-0.6291579993772669
3.6072144288577155,2.535375363084904,-0.23786305730958507,-0.5849857007799538
3.8076152304609217,2.4089601982076956,-0.3837085171560406,-0.5372942488334448
4.008016032064128,2.2915801035675236,-0.5167271872173136,-0.4870509938617632
4.208416833667335,2.1823337095653343,-0.6381123408924174,-0.43506520659295445
4.408817635270541,2.080436819489862,-0.748939490777273,-0.38201139771159975
4.609218436873747,1.9852046020103045,-0.8501787082941754,-0.3284492614284636
4.809619238476953,1.8960367170117327,-0.9427055800157005,-0.27484072425411504
5.01002004008016,1.812404867932743,-1.027310961097473,-0.22156453363043976
5.210420841683367,1.7338423631794921,-1.1047096641688299,-0.16892874025952084
5.410821643286573,1.659935345538578,-1.1755482062071292,-0.11718138177253107
5.611222444889779,1.5903154087599913,-1.2404117209211492,-0.06651962802659526
5.811623246492986,1.524653369603068,-1.2998301313225065,-0.017097609170362894
6.012024048096192,1.4626540044569694,-1.3542836666719584,0.030966881886476245
6.212424849699398,1.4040515883506273,-1.4042077897171292,0.07758666735276991
6.4128256513026045,1.3486061149003203,-1.4499976211439283,0.12270026192469301
6.613226452905812,1.2961000785876111,-1.4920118976694585,0.1662676721220323
6.813627254509018,1.2463357258064054,-1.5305765081464084,0.208266827637196
7.014028056112224,1.199132707859402,-1.5659876723540609,0.24869051910493303
7.214428857715431,1.1543260715833061,-1.5985148000929308,0.28754377452071883
7.414829659318637,1.1117645260028928,-1.628403044003687,0.3248416472017874
7.615230460921843,1.071308967594082,-1.6558756449066048,0.3606072656225537
7.8156312625250495,1.0328311694418313,-1.681135948426232,0.39487029646055494
8.016032064128256,0.9962126762925708,-1.7043693040392194,0.42766553058300705
8.216432865731463,0.9613438307656272,-1.7257447439361004,0.4590317263373381
8.41683366733467,0.9281229233362371,-1.7454164974105368,0.4890106320175372
8.617234468937875,0.8964554468936979,-1.763525355042956,0.5176461652292256
8.817635270541082,0.8662534389678923,-1.7801998929002085,0.5449837263519618
9.018036072144287,0.8374349024584125,-1.7955575816452898,0.571069622278029
9.218436873747494,0.8099233317489449,-1.8097059024483613,0.5959504810510914
9.418837675350701,0.7836471864850973,-1.8227430534834155,0.6196730517211648
9.619238476953907,0.7585395444994254,-1.834758941047781,0.6422837132807945
9.819639278557114,0.7345377134197462,-1.8458358532276404,0.6638282761634544
